day,date,tender,docket_no,sales_rep,time,value
Wednesday,2024-10-23,Integrated EFTP,D36300031824,Rabina,2025-05-06 12:55:00,71.99
Wednesday,2024-10-23,Integrated EFTP,D36300031826,Maria,2025-05-06 13:00:00,199.99
Wednesday,2024-10-23,Integrated EFTP,D36300031828,Renee,2025-05-06 13:20:00,589.98
Wednesday,2024-10-23,Integrated EFTP,D36300031829,Rabina,2025-05-06 13:23:00,69.0
Wednesday,2024-10-23,Integrated EFTP,D36300031831,Maria,2025-05-06 14:51:00,111.99
Wednesday,2024-10-23,Integrated EFTP,D36300031832,Renee,2025-05-06 14:55:00,111.99
Wednesday,2024-10-23,Integrated EFTP,D36300031833,Maria,2025-05-06 14:58:00,111.99
Wednesday,2024-10-23,Integrated EFTP,D36300031835,Rabina,2025-05-06 16:11:00,127.98
Wednesday,2024-10-23,Integrated EFTP,D36300031836,Maria,2025-05-06 16:13:00,193.0
Wednesday,2024-10-23,Integrated EFTP,D36300031838,Maria,2025-05-06 16:16:00,439.97
Wednesday,2024-10-23,Integrated EFTP,D36300031839,Rabina,2025-05-06 17:03:00,99.0
Wednesday,2024-10-23,Integrated EFTP,D36300031840,Renee,2025-05-06 17:08:00,79.0
Wednesday,2024-10-23,Integrated EFTP,D36300031842,Rabina,2025-05-06 17:27:00,239.97
Wednesday,2024-10-23,Mail Order Pick,D363X0001265,Renee,2025-05-06 13:35:00,58.0
Wednesday,2024-10-23,Mail Order Pick,D363X0001266,Maria,2025-05-06 19:31:00,119.99
Thursday,2024-10-24,Integrated EFTP,D36300031849,Rabina,2025-05-06 09:19:00,-79.99
Thursday,2024-10-24,Integrated EFTP,D36300031852,Maria,2025-05-06 09:31:00,162.99
Thursday,2024-10-24,Integrated EFTP,D36300031853,Rabina,2025-05-06 09:47:00,-30.99
Thursday,2024-10-24,Integrated EFTP,D36300031857,Rabina,2025-05-06 10:15:00,103.99
Thursday,2024-10-24,Integrated EFTP,D36300031858,Rabina,2025-05-06 10:22:00,58.0
Thursday,2024-10-24,Integrated EFTP,D36300031869,Rabina,2025-05-06 10:46:00,-119.99
Thursday,2024-10-24,Integrated EFTP,D36300031870,Maria,2025-05-06 11:50:00,117.0
Thursday,2024-10-24,Integrated EFTP,D36300031875,Rabina,2025-05-06 12:27:00,159.98
Thursday,2024-10-24,Integrated EFTP,D36300031876,Maria,2025-05-06 12:43:00,178.99
Thursday,2024-10-24,Integrated EFTP,D36300031877,Renee,2025-05-06 12:46:00,159.98
Thursday,2024-10-24,Integrated EFTP,D36300031878,Maria,2025-05-06 13:01:00,116.0
Thursday,2024-10-24,Integrated EFTP,D36300031881,Maria,2025-05-06 13:29:00,-69.0
Thursday,2024-10-24,Integrated EFTP,D36300031882,Maria,2025-05-06 13:31:00,-69.0
Thursday,2024-10-24,Integrated EFTP,D36300031885,Renee,2025-05-06 13:38:00,99.99
Thursday,2024-10-24,Integrated EFTP,D36300031902,Renee,2025-05-06 14:11:00,111.99
Thursday,2024-10-24,Integrated EFTP,D36300031903,Renee,2025-05-06 14:17:00,215.98
Thursday,2024-10-24,Integrated EFTP,D36300031904,Maria,2025-05-06 14:17:00,29.0
Thursday,2024-10-24,Integrated EFTP,D36300031905,Maria,2025-05-06 14:56:00,111.99
Thursday,2024-10-24,Integrated EFTP,D36300031906,Rabina,2025-05-06 15:16:00,19.0
Thursday,2024-10-24,Integrated EFTP,D36300031907,Rabina,2025-05-06 15:56:00,111.98
Thursday,2024-10-24,Integrated EFTP,D36300031909,Rabina,2025-05-06 16:45:00,183.98
Thursday,2024-10-24,Mail Order Pick,D363X0001267,Maria,2025-05-06 13:32:00,29.0
Friday,2024-10-25,Gift Voucher,D36300031946,Renee,2025-05-06 15:33:00,20.0
Friday,2024-10-25,Integrated EFTP,D36300031912,Rabina,2025-05-06 09:20:00,99.0
Friday,2024-10-25,Integrated EFTP,D36300031913,Maria,2025-05-06 09:21:00,-125.99
Friday,2024-10-25,Integrated EFTP,D36300031914,Teresa,2025-05-06 09:23:00,343.97
Friday,2024-10-25,Integrated EFTP,D36300031916,Rabina,2025-05-06 10:49:00,127.98
Friday,2024-10-25,Integrated EFTP,D36300031918,Rabina,2025-05-06 11:15:00,79.99
Friday,2024-10-25,Integrated EFTP,D36300031920,Teresa,2025-05-06 11:53:00,111.99
Friday,2024-10-25,Integrated EFTP,D36300031921,Teresa,2025-05-06 12:08:00,29.0
Friday,2024-10-25,Integrated EFTP,D36300031923,Renee,2025-05-06 12:21:00,29.0
Friday,2024-10-25,Integrated EFTP,D36300031927,Rabina,2025-05-06 12:55:00,269.99
Friday,2024-10-25,Integrated EFTP,D36300031929,Renee,2025-05-06 12:59:00,239.98
Friday,2024-10-25,Integrated EFTP,D36300031931,Rabina,2025-05-06 13:33:00,58.0
Friday,2024-10-25,Integrated EFTP,D36300031933,Rabina,2025-05-06 14:05:00,617.0
Friday,2024-10-25,Integrated EFTP,D36300031934,Teresa,2025-05-06 14:07:00,198.0
Friday,2024-10-25,Integrated EFTP,D36300031935,Teresa,2025-05-06 14:14:00,380.99
Friday,2024-10-25,Integrated EFTP,D36300031941,Teresa,2025-05-06 14:32:00,116.99
Friday,2024-10-25,Integrated EFTP,D36300031946,Renee,2025-05-06 15:33:00,99.99
Friday,2024-10-25,Integrated EFTP,D36300031947,Renee,2025-05-06 15:45:00,87.0
Friday,2024-10-25,Integrated EFTP,D36300031954,Teresa,2025-05-06 16:44:00,536.99
Friday,2024-10-25,Integrated EFTP,D36300031955,Rabina,2025-05-06 16:50:00,119.99
Friday,2024-10-25,Mail Order Pick,D363X0001268,Maria,2025-05-06 19:32:00,87.0
Saturday,2024-10-26,Account,D36300031988,Renee,2025-05-06 12:32:00,250.0
Saturday,2024-10-26,CASH,D36300031976,Renee,2025-05-06 10:43:00,92.0
Saturday,2024-10-26,Gift Voucher,D36300031976,Renee,2025-05-06 10:43:00,20.0
Saturday,2024-10-26,Integrated EFTP,D36300031968,Renee,2025-05-06 09:26:00,49.0
Saturday,2024-10-26,Integrated EFTP,D36300031970,Teresa,2025-05-06 10:00:00,429.98
Saturday,2024-10-26,Integrated EFTP,D36300031973,Teresa,2025-05-06 10:28:00,99.0
Saturday,2024-10-26,Integrated EFTP,D36300031974,Teresa,2025-05-06 10:35:00,144.98
Saturday,2024-10-26,Integrated EFTP,D36300031975,Renee,2025-05-06 10:38:00,272.98
Saturday,2024-10-26,Integrated EFTP,D36300031977,Renee,2025-05-06 10:46:00,322.97
Saturday,2024-10-26,Integrated EFTP,D36300031978,Teresa,2025-05-06 10:55:00,-404.99
Saturday,2024-10-26,Integrated EFTP,D36300031979,Teresa,2025-05-06 11:04:00,103.98
Saturday,2024-10-26,Integrated EFTP,D36300031980,Renee,2025-05-06 11:17:00,262.99
Saturday,2024-10-26,Integrated EFTP,D36300031982,Renee,2025-05-06 11:26:00,391.97
Saturday,2024-10-26,Integrated EFTP,D36300031983,Renee,2025-05-06 11:30:00,159.0
Saturday,2024-10-26,Integrated EFTP,D36300031987,Renee,2025-05-06 12:18:00,125.99
Saturday,2024-10-26,Integrated EFTP,D36300031988,Renee,2025-05-06 12:32:00,49.0
Saturday,2024-10-26,Integrated EFTP,D36300031989,Teresa,2025-05-06 13:01:00,99.0
Saturday,2024-10-26,Integrated EFTP,D36300031993,Teresa,2025-05-06 13:52:00,447.96
Saturday,2024-10-26,Integrated EFTP,D36300031995,Teresa,2025-05-06 14:01:00,174.97
Saturday,2024-10-26,Integrated EFTP,D36300031996,Teresa,2025-05-06 14:19:00,536.95
Saturday,2024-10-26,Integrated EFTP,D36300031997,Teresa,2025-05-06 14:31:00,99.0
Saturday,2024-10-26,Integrated EFTP,D36300031998,Renee,2025-05-06 14:32:00,155.99
Saturday,2024-10-26,Integrated EFTP,D36300032002,Renee,2025-05-06 15:10:00,373.99
Saturday,2024-10-26,Integrated EFTP,D36300032010,Renee,2025-05-06 16:49:00,99.0
Saturday,2024-10-26,PayPal,D36300031969,Store,2025-05-06 09:31:00,-69.0
Sunday,2024-10-27,Integrated EFTP,D36300032017,India,2025-05-06 12:10:00,99.0
Sunday,2024-10-27,Integrated EFTP,D36300032018,Maria,2025-05-06 12:11:00,804.89
Sunday,2024-10-27,Integrated EFTP,D36300032019,Maria,2025-05-06 12:26:00,129.98
Sunday,2024-10-27,Integrated EFTP,D36300032021,India,2025-05-06 12:29:00,119.99
Sunday,2024-10-27,Integrated EFTP,D36300032023,Store,2025-05-06 12:54:00,-49.0
Sunday,2024-10-27,Integrated EFTP,D36300032024,Store,2025-05-06 12:59:00,-138.0
Sunday,2024-10-27,Integrated EFTP,D36300032025,Maria,2025-05-06 13:12:00,117.0
Sunday,2024-10-27,Integrated EFTP,D36300032027,India,2025-05-06 13:15:00,99.0
Sunday,2024-10-27,Integrated EFTP,D36300032028,Maria,2025-05-06 13:24:00,159.99
Sunday,2024-10-27,Integrated EFTP,D36300032030,Maria,2025-05-06 13:50:00,156.99
Sunday,2024-10-27,Integrated EFTP,D36300032031,Maria,2025-05-06 14:30:00,762.94
Sunday,2024-10-27,Integrated EFTP,D36300032032,India,2025-05-06 14:47:00,270.99
Sunday,2024-10-27,Integrated EFTP,D36300032034,Maria,2025-05-06 15:42:00,103.99
Sunday,2024-10-27,Integrated EFTP,D36300032035,Maria,2025-05-06 16:02:00,143.99
Sunday,2024-10-27,Integrated EFTP,D36300032036,India,2025-05-06 16:09:00,359.97
Sunday,2024-10-27,Integrated EFTP,D36300032038,Maria,2025-05-06 16:36:00,103.99
Sunday,2024-10-27,Integrated EFTP,D36300032040,Maria,2025-05-06 17:12:00,198.0
Monday,2024-10-28,Gift Voucher,D36300032056,Maria,2025-05-06 12:50:00,44.99
Monday,2024-10-28,Integrated EFTP,D36300032048,Maria,2025-05-06 09:57:00,29.0
Monday,2024-10-28,Integrated EFTP,D36300032049,Teresa,2025-05-06 11:02:00,79.99
Monday,2024-10-28,Integrated EFTP,D36300032050,Store,2025-05-06 11:21:00,-63.99
Monday,2024-10-28,Integrated EFTP,D36300032051,Teresa,2025-05-06 11:44:00,-99.0
Monday,2024-10-28,Integrated EFTP,D36300032052,Teresa,2025-05-06 11:46:00,39.0
Monday,2024-10-28,Integrated EFTP,D36300032054,Maria,2025-05-06 12:14:00,237.0
Monday,2024-10-28,Integrated EFTP,D36300032057,Maria,2025-05-06 12:56:00,119.98
Monday,2024-10-28,Integrated EFTP,D36300032058,Teresa,2025-05-06 13:27:00,111.98
Monday,2024-10-28,Integrated EFTP,D36300032059,Maria,2025-05-06 13:32:00,141.98
Monday,2024-10-28,Integrated EFTP,D36300032064,Maria,2025-05-06 15:24:00,247.98
Monday,2024-10-28,Mail Order Pick,D363X0001272,Rabina,2025-05-06 13:31:00,62.99
Monday,2024-10-28,Mail Order Pick,D363X0001273,Teresa,2025-05-06 13:34:00,111.99
Monday,2024-10-28,Mail Order Pick,D363X0001274,Maria,2025-05-06 13:36:00,59.0
Monday,2024-10-28,Mail Order Pick,D363X0001275,Maria,2025-05-06 13:36:00,159.99
Monday,2024-10-28,Mail Order Pick,D363X0001277,India,2025-05-06 19:41:00,134.99
Tuesday,2024-10-29,Integrated EFTP,D36300032076,Renee,2025-05-06 10:12:00,703.96
Tuesday,2024-10-29,Integrated EFTP,D36300032078,Maria,2025-05-06 10:26:00,119.99
Tuesday,2024-10-29,Integrated EFTP,D36300032080,Maria,2025-05-06 10:54:00,359.95
Tuesday,2024-10-29,Integrated EFTP,D36300032082,Maria,2025-05-06 11:13:00,111.99
Tuesday,2024-10-29,Integrated EFTP,D36300032083,Renee,2025-05-06 11:14:00,89.99
Tuesday,2024-10-29,Integrated EFTP,D36300032084,Maria,2025-05-06 11:32:00,-179.99
Tuesday,2024-10-29,Integrated EFTP,D36300032085,Maria,2025-05-06 11:33:00,103.99
Tuesday,2024-10-29,Integrated EFTP,D36300032086,Maria,2025-05-06 12:00:00,207.98
Tuesday,2024-10-29,Integrated EFTP,D36300032087,Maria,2025-05-06 12:16:00,223.98
Tuesday,2024-10-29,Integrated EFTP,D36300032088,Maria,2025-05-06 12:19:00,111.99
Tuesday,2024-10-29,Integrated EFTP,D36300032089,Maria,2025-05-06 12:49:00,140.99
Tuesday,2024-10-29,Integrated EFTP,D36300032090,Maria,2025-05-06 13:04:00,237.98
Tuesday,2024-10-29,Integrated EFTP,D36300032091,Renee,2025-05-06 13:08:00,392.97
Tuesday,2024-10-29,Integrated EFTP,D36300032092,Renee,2025-05-06 13:22:00,527.08
Tuesday,2024-10-29,Integrated EFTP,D36300032093,Maria,2025-05-06 13:36:00,207.98
Tuesday,2024-10-29,Integrated EFTP,D36300032095,Maria,2025-05-06 14:22:00,47.99
Tuesday,2024-10-29,Integrated EFTP,D36300032097,Maria,2025-05-06 14:32:00,159.98
Tuesday,2024-10-29,Integrated EFTP,D36300032099,Renee,2025-05-06 15:52:00,80.99
Tuesday,2024-10-29,Integrated EFTP,D36300032100,Renee,2025-05-06 16:46:00,202.99
Wednesday,2024-10-30,Integrated EFTP,D36300032109,Maria,2025-05-06 10:42:00,327.97
Wednesday,2024-10-30,Integrated EFTP,D36300032110,Maria,2025-05-06 10:59:00,103.99
Wednesday,2024-10-30,Integrated EFTP,D36300032111,Maria,2025-05-06 11:16:00,195.0
Wednesday,2024-10-30,Integrated EFTP,D36300032112,Renee,2025-05-06 11:25:00,55.99
Wednesday,2024-10-30,Integrated EFTP,D36300032116,Renee,2025-05-06 12:07:00,69.0
Wednesday,2024-10-30,Integrated EFTP,D36300032130,Renee,2025-05-06 13:31:00,364.99
Wednesday,2024-10-30,Integrated EFTP,D36300032131,Renee,2025-05-06 13:42:00,512.95
Wednesday,2024-10-30,Integrated EFTP,D36300032134,Maria,2025-05-06 14:20:00,151.98
Wednesday,2024-10-30,Integrated EFTP,D36300032135,Maria,2025-05-06 15:02:00,47.99
Wednesday,2024-10-30,Integrated EFTP,D36300032136,Renee,2025-05-06 15:18:00,233.98
Wednesday,2024-10-30,Integrated EFTP,D36300032137,Renee,2025-05-06 15:51:00,199.98
Wednesday,2024-10-30,Integrated EFTP,D36300032138,Renee,2025-05-06 16:46:00,343.97
Wednesday,2024-10-30,Integrated EFTP,D36300032139,Renee,2025-05-06 16:59:00,183.98
Wednesday,2024-10-30,Integrated EFTP,D36300032140,Renee,2025-05-06 17:27:00,192.98
Wednesday,2024-10-30,Mail Order Pick,D363X0001280,Maria,2025-05-06 13:32:00,111.99
Thursday,2024-10-31,Integrated EFTP,D36300032143,Maria,2025-05-06 09:16:00,80.99
Thursday,2024-10-31,Integrated EFTP,D36300032144,Maria,2025-05-06 09:36:00,154.99
Thursday,2024-10-31,Integrated EFTP,D36300032148,Maria,2025-05-06 11:02:00,182.98
Thursday,2024-10-31,Integrated EFTP,D36300032150,Maria,2025-05-06 11:36:00,125.99
Thursday,2024-10-31,Integrated EFTP,D36300032151,Jennifer,2025-05-06 11:44:00,-199.99
Thursday,2024-10-31,Integrated EFTP,D36300032152,Maria,2025-05-06 11:46:00,260.98
Thursday,2024-10-31,Integrated EFTP,D36300032153,Lea,2025-05-06 11:50:00,-119.99
Thursday,2024-10-31,Integrated EFTP,D36300032155,Maria,2025-05-06 12:12:00,152.99
Thursday,2024-10-31,Integrated EFTP,D36300032156,Maria,2025-05-06 12:17:00,359.97
Thursday,2024-10-31,Integrated EFTP,D36300032160,Teresa,2025-05-06 14:09:00,138.0
Thursday,2024-10-31,Integrated EFTP,D36300032161,Maria,2025-05-06 14:15:00,125.99
Thursday,2024-10-31,Integrated EFTP,D36300032163,Maria,2025-05-06 15:17:00,125.99
Thursday,2024-10-31,Integrated EFTP,D36300032164,Maria,2025-05-06 15:23:00,138.0
Thursday,2024-10-31,Integrated EFTP,D36300032165,Teresa,2025-05-06 15:56:00,80.99
Thursday,2024-10-31,Integrated EFTP,D36300032167,Renee,2025-05-06 17:19:00,49.99
Friday,2024-11-01,Gift Voucher,D36300032171,Teresa,2025-05-06 09:38:00,20.0
Friday,2024-11-01,Gift Voucher,D36300032178,Renee,2025-05-06 11:01:00,20.0
Friday,2024-11-01,Integrated EFTP,D36300032171,Teresa,2025-05-06 09:38:00,99.99
Friday,2024-11-01,Integrated EFTP,D36300032172,Renee,2025-05-06 09:42:00,80.99
Friday,2024-11-01,Integrated EFTP,D36300032173,Renee,2025-05-06 09:55:00,143.99
Friday,2024-11-01,Integrated EFTP,D36300032178,Renee,2025-05-06 11:01:00,60.99
Friday,2024-11-01,Integrated EFTP,D36300032179,Teresa,2025-05-06 11:42:00,365.18
Friday,2024-11-01,Integrated EFTP,D36300032180,Renee,2025-05-06 11:43:00,224.99
Friday,2024-11-01,Integrated EFTP,D36300032181,Teresa,2025-05-06 12:34:00,69.99
Friday,2024-11-01,Integrated EFTP,D36300032182,Teresa,2025-05-06 12:50:00,125.99
Friday,2024-11-01,Integrated EFTP,D36300032183,Teresa,2025-05-06 12:53:00,125.99
Friday,2024-11-01,Integrated EFTP,D36300032184,Renee,2025-05-06 13:15:00,206.98
Friday,2024-11-01,Integrated EFTP,D36300032185,Renee,2025-05-06 13:28:00,48.0
Friday,2024-11-01,Integrated EFTP,D36300032186,Renee,2025-05-06 13:31:00,405.97
Friday,2024-11-01,Integrated EFTP,D36300032187,Renee,2025-05-06 13:37:00,177.0
Friday,2024-11-01,Integrated EFTP,D36300032188,Teresa,2025-05-06 13:39:00,242.98
Friday,2024-11-01,Integrated EFTP,D36300032191,Renee,2025-05-06 13:55:00,89.99
Friday,2024-11-01,Integrated EFTP,D36300032192,Teresa,2025-05-06 14:34:00,245.98
Friday,2024-11-01,Integrated EFTP,D36300032193,Teresa,2025-05-06 14:52:00,134.86
Friday,2024-11-01,Integrated EFTP,D36300032194,Teresa,2025-05-06 14:57:00,119.99
Friday,2024-11-01,Integrated EFTP,D36300032196,Renee,2025-05-06 15:07:00,231.98
Friday,2024-11-01,Integrated EFTP,D36300032197,Teresa,2025-05-06 15:20:00,39.99
Friday,2024-11-01,Integrated EFTP,D36300032198,Teresa,2025-05-06 15:24:00,19.0
Friday,2024-11-01,Integrated EFTP,D36300032199,Teresa,2025-05-06 15:26:00,19.0
Friday,2024-11-01,Integrated EFTP,D36300032200,Renee,2025-05-06 15:32:00,100.0
Friday,2024-11-01,Integrated EFTP,D36300032201,Renee,2025-05-06 15:51:00,200.98
Friday,2024-11-01,Integrated EFTP,D36300032202,Renee,2025-05-06 16:11:00,99.0
Friday,2024-11-01,Integrated EFTP,D36300032203,Teresa,2025-05-06 16:56:00,99.0
Friday,2024-11-01,Integrated EFTP,D36300032205,Teresa,2025-05-06 17:16:00,215.98
Friday,2024-11-01,Integrated EFTP,D36300032206,Renee,2025-05-06 17:19:00,134.99
Saturday,2024-11-02,Gift Voucher,D36300032219,Teresa,2025-05-06 12:37:00,20.0
Saturday,2024-11-02,Gift Voucher,D36300032233,Teresa,2025-05-06 15:08:00,20.0
Saturday,2024-11-02,Integrated EFTP,D36300032211,Teresa,2025-05-06 10:34:00,311.98
Saturday,2024-11-02,Integrated EFTP,D36300032213,Teresa,2025-05-06 10:54:00,260.98
Saturday,2024-11-02,Integrated EFTP,D36300032214,Renee,2025-05-06 11:06:00,39.99
Saturday,2024-11-02,Integrated EFTP,D36300032216,Renee,2025-05-06 11:18:00,236.98
Saturday,2024-11-02,Integrated EFTP,D36300032217,Teresa,2025-05-06 11:20:00,119.99
Saturday,2024-11-02,Integrated EFTP,D36300032219,Teresa,2025-05-06 12:37:00,643.95
Saturday,2024-11-02,Integrated EFTP,D36300032221,Renee,2025-05-06 12:45:00,239.99
Saturday,2024-11-02,Integrated EFTP,D36300032222,Renee,2025-05-06 12:53:00,119.99
Saturday,2024-11-02,Integrated EFTP,D36300032225,Renee,2025-05-06 13:56:00,143.98
Saturday,2024-11-02,Integrated EFTP,D36300032226,Teresa,2025-05-06 13:57:00,179.99
Saturday,2024-11-02,Integrated EFTP,D36300032227,Teresa,2025-05-06 14:36:00,287.98
Saturday,2024-11-02,Integrated EFTP,D36300032228,Renee,2025-05-06 14:47:00,311.98
Saturday,2024-11-02,Integrated EFTP,D36300032229,Renee,2025-05-06 14:50:00,71.99
Saturday,2024-11-02,Integrated EFTP,D36300032230,Renee,2025-05-06 14:59:00,506.96
Saturday,2024-11-02,Integrated EFTP,D36300032231,Renee,2025-05-06 15:03:00,-125.99
Saturday,2024-11-02,Integrated EFTP,D36300032232,Teresa,2025-05-06 15:05:00,89.99
Saturday,2024-11-02,Integrated EFTP,D36300032233,Teresa,2025-05-06 15:08:00,226.98
Saturday,2024-11-02,Integrated EFTP,D36300032234,Renee,2025-05-06 15:26:00,159.99
Sunday,2024-11-03,Gift Voucher,D36300032239,Maria,2025-05-06 10:41:00,100.0
Sunday,2024-11-03,Integrated EFTP,D36300032239,Maria,2025-05-06 10:41:00,79.99
Sunday,2024-11-03,Integrated EFTP,D36300032254,Maria,2025-05-06 11:32:00,804.95
Sunday,2024-11-03,Integrated EFTP,D36300032256,Maria,2025-05-06 11:37:00,116.99
Sunday,2024-11-03,Integrated EFTP,D36300032257,Maria,2025-05-06 11:40:00,89.99
Sunday,2024-11-03,Integrated EFTP,D36300032260,Maria,2025-05-06 12:24:00,1128.91
Sunday,2024-11-03,Integrated EFTP,D36300032261,Pammi,2025-05-06 12:27:00,237.98
Sunday,2024-11-03,Integrated EFTP,D36300032262,Maria,2025-05-06 12:27:00,159.99
Sunday,2024-11-03,Integrated EFTP,D36300032267,Maria,2025-05-06 13:09:00,323.97
Sunday,2024-11-03,Integrated EFTP,D36300032268,Pammi,2025-05-06 13:13:00,158.0
Sunday,2024-11-03,Integrated EFTP,D36300032274,Maria,2025-05-06 14:58:00,134.99
Monday,2024-11-04,Account,D36300032284,Maria,2025-05-06 10:54:00,199.98
Monday,2024-11-04,Integrated EFTP,D36300032282,Teresa,2025-05-06 09:59:00,179.98
Monday,2024-11-04,Integrated EFTP,D36300032285,Maria,2025-05-06 11:05:00,150.0
Monday,2024-11-04,Integrated EFTP,D36300032286,Teresa,2025-05-06 11:08:00,78.0
Monday,2024-11-04,Integrated EFTP,D36300032287,Maria,2025-05-06 11:12:00,431.97
Monday,2024-11-04,Integrated EFTP,D36300032289,Maria,2025-05-06 11:43:00,539.95
Monday,2024-11-04,Integrated EFTP,D36300032290,Maria,2025-05-06 11:57:00,233.98
Monday,2024-11-04,Integrated EFTP,D36300032292,Maria,2025-05-06 12:32:00,116.99
Monday,2024-11-04,Integrated EFTP,D36300032295,Maria,2025-05-06 12:51:00,111.99
Monday,2024-11-04,Integrated EFTP,D36300032310,Maria,2025-05-06 14:22:00,841.16
Monday,2024-11-04,Integrated EFTP,D36300032311,Teresa,2025-05-06 14:36:00,254.98
Monday,2024-11-04,Integrated EFTP,D36300032312,Teresa,2025-05-06 15:00:00,99.0
Monday,2024-11-04,Integrated EFTP,D36300032313,Teresa,2025-05-06 15:25:00,99.0
Monday,2024-11-04,Integrated EFTP,D36300032314,Maria,2025-05-06 15:54:00,63.99
Monday,2024-11-04,Integrated EFTP,D36300032315,Maria,2025-05-06 15:58:00,149.99
Monday,2024-11-04,Integrated EFTP,D36300032317,Maria,2025-05-06 16:32:00,178.99
Monday,2024-11-04,Mail Order Pick,D363X0001284,Maria,2025-05-06 13:41:00,111.99
Monday,2024-11-04,Mail Order Pick,D363X0001285,Pammi,2025-05-06 19:35:00,79.0
Tuesday,2024-11-05,Integrated EFTP,D36300032322,Avishka,2025-05-06 09:11:00,179.99
Tuesday,2024-11-05,Integrated EFTP,D36300032323,Avishka,2025-05-06 09:23:00,239.98
Tuesday,2024-11-05,Integrated EFTP,D36300032329,Rimma,2025-05-06 11:33:00,-99.0
Tuesday,2024-11-05,Integrated EFTP,D36300032330,Pammi,2025-05-06 12:07:00,223.98
Tuesday,2024-11-05,Integrated EFTP,D36300032331,Avishka,2025-05-06 12:22:00,138.95
Tuesday,2024-11-05,Integrated EFTP,D36300032332,Avishka,2025-05-06 12:44:00,89.99
Tuesday,2024-11-05,Integrated EFTP,D36300032337,Avishka,2025-05-06 15:17:00,129.99
Tuesday,2024-11-05,Integrated EFTP,D36300032338,Avishka,2025-05-06 16:16:00,-129.99
Tuesday,2024-11-05,Integrated EFTP,D36300032339,Avishka,2025-05-06 16:19:00,99.0
Tuesday,2024-11-05,Integrated EFTP,D36300032340,Avishka,2025-05-06 16:45:00,135.99
Wednesday,2024-11-06,Integrated EFTP,D36300032352,Maria,2025-05-06 10:47:00,161.98
Wednesday,2024-11-06,Integrated EFTP,D36300032353,Renee,2025-05-06 10:54:00,125.99
Wednesday,2024-11-06,Integrated EFTP,D36300032354,Maria,2025-05-06 10:59:00,239.98
Wednesday,2024-11-06,Integrated EFTP,D36300032355,Maria,2025-05-06 11:21:00,245.98
Wednesday,2024-11-06,Integrated EFTP,D36300032356,Renee,2025-05-06 11:29:00,149.99
Wednesday,2024-11-06,Integrated EFTP,D36300032359,Renee,2025-05-06 12:25:00,125.99
Wednesday,2024-11-06,Integrated EFTP,D36300032360,Renee,2025-05-06 13:12:00,99.0
Wednesday,2024-11-06,Integrated EFTP,D36300032361,Renee,2025-05-06 13:29:00,276.98
Wednesday,2024-11-06,Integrated EFTP,D36300032362,Maria,2025-05-06 14:14:00,319.99
Wednesday,2024-11-06,Integrated EFTP,D36300032367,Renee,2025-05-06 16:03:00,183.0
Wednesday,2024-11-06,Integrated EFTP,D36300032368,Renee,2025-05-06 16:07:00,-80.99
Wednesday,2024-11-06,Mail Order Pick,D363X0001287,Maria,2025-05-06 13:34:00,116.99
Thursday,2024-11-07,CASH,D36300032384,Renee,2025-05-06 11:32:00,70.0
Thursday,2024-11-07,Integrated EFTP,D36300032371,Maria,2025-05-06 09:34:00,164.98
Thursday,2024-11-07,Integrated EFTP,D36300032375,Maria,2025-05-06 10:13:00,119.99
Thursday,2024-11-07,Integrated EFTP,D36300032376,Renee,2025-05-06 10:19:00,135.99
Thursday,2024-11-07,Integrated EFTP,D36300032377,Maria,2025-05-06 10:34:00,106.0
Thursday,2024-11-07,Integrated EFTP,D36300032379,Renee,2025-05-06 10:45:00,119.99
Thursday,2024-11-07,Integrated EFTP,D36300032380,Maria,2025-05-06 10:48:00,48.0
Thursday,2024-11-07,Integrated EFTP,D36300032382,Renee,2025-05-06 11:05:00,119.99
Thursday,2024-11-07,Integrated EFTP,D36300032383,Store,2025-05-06 11:09:00,-224.99
Thursday,2024-11-07,Integrated EFTP,D36300032384,Renee,2025-05-06 11:32:00,239.97
Thursday,2024-11-07,Integrated EFTP,D36300032386,Maria,2025-05-06 11:49:00,215.98
Thursday,2024-11-07,Integrated EFTP,D36300032387,Maria,2025-05-06 12:40:00,252.98
Thursday,2024-11-07,Integrated EFTP,D36300032388,Renee,2025-05-06 12:41:00,-116.99
Thursday,2024-11-07,Integrated EFTP,D36300032389,Renee,2025-05-06 12:44:00,150.0
Thursday,2024-11-07,Integrated EFTP,D36300032390,Maria,2025-05-06 12:56:00,99.99
Thursday,2024-11-07,Integrated EFTP,D36300032391,Maria,2025-05-06 13:31:00,658.96
Thursday,2024-11-07,Integrated EFTP,D36300032396,Renee,2025-05-06 14:12:00,290.97
Thursday,2024-11-07,Integrated EFTP,D36300032397,Maria,2025-05-06 14:31:00,138.0
Thursday,2024-11-07,Integrated EFTP,D36300032398,Renee,2025-05-06 14:34:00,998.93
Thursday,2024-11-07,Integrated EFTP,D36300032400,Renee,2025-05-06 14:40:00,69.0
Thursday,2024-11-07,Integrated EFTP,D36300032401,Maria,2025-05-06 15:00:00,-99.0
Thursday,2024-11-07,Integrated EFTP,D36300032402,Maria,2025-05-06 15:13:00,335.96
Thursday,2024-11-07,Integrated EFTP,D36300032406,Renee,2025-05-06 15:41:00,29.0
